X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4,X_5,Y_5,X_6,Y_6,X_7,Y_7,X_8,Y_8,X_9,Y_9,X_10,Y_10,X_11,Y_11,X_12,Y_12,X_13,Y_13,X_14,Y_14,X_15,Y_15,X_16,Y_16,X_17,Y_17,X_18,Y_18,X_19,Y_19,X_20,Y_20,Label
0.8066788911819458,0.78055739402771,0.804999053478241,0.5978263020515442,0.6630661487579346,0.3967921733856201,0.5376690030097961,0.2676992416381836,0.4892348051071167,0.15955212712287903,0.38326552510261536,0.4825957119464874,0.2632589042186737,0.45096850395202637,0.44269201159477234,0.504345715045929,0.5578910708427429,0.5415284037590027,0.33826303482055664,0.5960418581962585,0.22152823209762573,0.5548309087753296,0.4435272216796875,0.6007750630378723,0.5567679405212402,0.631354808807373,0.32579270005226135,0.7073277235031128,0.2253413200378418,0.679892361164093,0.4417523741722107,0.7020540237426758,0.5531318783760071,0.7201614379882812,0.33003655076026917,0.8217467665672302,0.24211932718753815,0.7955909967422485,0.390067994594574,0.7911629676818848,0.484423965215683,0.7941983938217163,0
0.8050647974014282,0.773556113243103,0.8020153045654297,0.5969045162200928,0.6563078165054321,0.40433818101882935,0.533218264579773,0.2778765857219696,0.49506908655166626,0.1743341088294983,0.3844720721244812,0.4932796359062195,0.2702169120311737,0.45476970076560974,0.4376642107963562,0.5118927359580994,0.5435979962348938,0.5500950813293457,0.3415720760822296,0.60639888048172,0.22735877335071564,0.5582488179206848,0.4419081509113312,0.6102232933044434,0.5427113175392151,0.6388543844223022,0.3284091055393219,0.715144157409668,0.23848561942577362,0.6868289709091187,0.4572724997997284,0.7130273580551147,0.560297429561615,0.7259048819541931,0.3339167535305023,0.8277952671051025,0.25627440214157104,0.8054987788200378,0.41442930698394775,0.7976306080818176,0.5040395259857178,0.7925348281860352,0
0.8061789274215698,0.7786386013031006,0.797370195388794,0.5926004648208618,0.653145432472229,0.39782023429870605,0.533523440361023,0.2717629075050354,0.49458834528923035,0.16642874479293823,0.38133305311203003,0.48909538984298706,0.27242785692214966,0.45570555329322815,0.44286733865737915,0.508590817451477,0.5529510974884033,0.5505393147468567,0.3352493345737457,0.6020635962486267,0.2270309180021286,0.5545188188552856,0.44302818179130554,0.6021221876144409,0.5554431676864624,0.6368919610977173,0.32335543632507324,0.7112427353858948,0.24474677443504333,0.6811898946762085,0.45757967233657837,0.7051589488983154,0.5636419653892517,0.7243752479553223,0.32954174280166626,0.8243627548217773,0.2591997981071472,0.7952175140380859,0.4102069139480591,0.7858900427818298,0.500924825668335,0.7853989601135254,0
0.7911723256111145,0.8049249649047852,0.8313877582550049,0.626491129398346,0.7060234546661377,0.4130083918571472,0.5984480381011963,0.26776617765426636,0.5646814107894897,0.15161755681037903,0.3558756113052368,0.45564621686935425,0.36887821555137634,0.4406307637691498,0.524888813495636,0.5206544399261475,0.5959079265594482,0.5673698782920837,0.27414965629577637,0.5669724345207214,0.30985936522483826,0.5535050630569458,0.5116002559661865,0.6293332576751709,0.5785900354385376,0.6615450382232666,0.24020755290985107,0.6845810413360596,0.28563740849494934,0.6808100342750549,0.4868229031562805,0.7258444428443909,0.556622326374054,0.741054892539978,0.23287630081176758,0.8061317205429077,0.2700355648994446,0.7942347526550293,0.42803093791007996,0.805391252040863,0.48948103189468384,0.8066525459289551,0
0.7817776203155518,0.8124528527259827,0.826525092124939,0.635462760925293,0.7214431762695312,0.41419848799705505,0.6097321510314941,0.27415767312049866,0.5838634371757507,0.15912851691246033,0.37337687611579895,0.46327584981918335,0.37569859623908997,0.4424467980861664,0.5285922884941101,0.5256920456886292,0.5957865118980408,0.5722469091415405,0.28806790709495544,0.5741193294525146,0.3190584182739258,0.5489582419395447,0.5182753801345825,0.6323912739753723,0.5829286575317383,0.6674121022224426,0.25051337480545044,0.6892023086547852,0.3048851191997528,0.6815914511680603,0.5027601718902588,0.7354012727737427,0.5670093297958374,0.7530003190040588,0.2369125783443451,0.8085314035415649,0.2789844870567322,0.7943425178527832,0.43294981122016907,0.813703179359436,0.4873512387275696,0.8179508447647095,0
0.7937799096107483,0.813994824886322,0.8291121125221252,0.6384409666061401,0.7208617925643921,0.41355279088020325,0.6170467138290405,0.27214932441711426,0.591934859752655,0.16007432341575623,0.3827642500400543,0.45473992824554443,0.36927515268325806,0.4335218071937561,0.5234029293060303,0.5197052955627441,0.5903230905532837,0.5718114376068115,0.29494667053222656,0.5632411241531372,0.3140171766281128,0.5446913838386536,0.5151710510253906,0.6249643564224243,0.5785478353500366,0.6553106307983398,0.2546512484550476,0.6770818829536438,0.29567751288414,0.680852472782135,0.5003616213798523,0.728868842124939,0.5718427896499634,0.737548828125,0.24082736670970917,0.7931005954742432,0.27277421951293945,0.7917472124099731,0.430057555437088,0.8053295612335205,0.49382317066192627,0.800227701663971,0
0.7956404685974121,0.8079518675804138,0.8286175727844238,0.6327746510505676,0.721814751625061,0.4068729281425476,0.6185318827629089,0.26504337787628174,0.5918903946876526,0.15361303091049194,0.3826221227645874,0.4535771608352661,0.37148383259773254,0.4366910755634308,0.5286160707473755,0.5211867690086365,0.5988019704818726,0.5714680552482605,0.29383403062820435,0.5628453493118286,0.31396663188934326,0.5417068004608154,0.5162874460220337,0.6237527132034302,0.5807262659072876,0.65673828125,0.2535114288330078,0.6774964928627014,0.2941908836364746,0.6792428493499756,0.4992366433143616,0.7294603586196899,0.5706996917724609,0.7410463094711304,0.238809272646904,0.7944482564926147,0.26876240968704224,0.7906135320663452,0.426565945148468,0.8063181042671204,0.4903143346309662,0.8042060136795044,0
0.78746497631073,0.8145385384559631,0.833687424659729,0.6403628587722778,0.7243309617042542,0.4155861437320709,0.6162511706352234,0.27081260085105896,0.5903942584991455,0.1566833257675171,0.38351893424987793,0.4594341218471527,0.3705865740776062,0.4364928901195526,0.5305055379867554,0.5206766128540039,0.6137877106666565,0.5691071152687073,0.29583272337913513,0.5680398941040039,0.30653348565101624,0.5387217402458191,0.5128790140151978,0.6220647692680359,0.5950056910514832,0.6568045616149902,0.2542736530303955,0.6815242767333984,0.29195719957351685,0.672468900680542,0.4939635694026947,0.7253854274749756,0.5702901482582092,0.7417901754379272,0.23663654923439026,0.797942042350769,0.27039140462875366,0.7839126586914062,0.42544299364089966,0.8027734756469727,0.4863118827342987,0.8052196502685547,0
0.7869387865066528,0.8096933364868164,0.8348938226699829,0.6278013586997986,0.7210572957992554,0.41558152437210083,0.6187893748283386,0.2736544609069824,0.5944705009460449,0.1588985025882721,0.3755708336830139,0.4580143392086029,0.39042556285858154,0.44417914748191833,0.5434687733650208,0.5273942947387695,0.6113767623901367,0.5727701187133789,0.2910127341747284,0.5663629770278931,0.3224290609359741,0.54871666431427,0.518988847732544,0.6279144287109375,0.5852000713348389,0.6591859459877014,0.25115108489990234,0.6821956038475037,0.3036276698112488,0.6769615411758423,0.494243323802948,0.7276064157485962,0.5539200305938721,0.7428957223892212,0.23567569255828857,0.8025879859924316,0.2780357003211975,0.7910463809967041,0.4264480769634247,0.8080387115478516,0.4761672616004944,0.8110199570655823,0
0.7867956161499023,0.8087432384490967,0.8318641781806946,0.6312863826751709,0.7217265963554382,0.41534924507141113,0.6207588315010071,0.269525408744812,0.5979412794113159,0.1532140076160431,0.3813197612762451,0.45115283131599426,0.38352707028388977,0.4318585991859436,0.5369906425476074,0.5185022354125977,0.6039524078369141,0.5671694278717041,0.29775309562683105,0.5556329488754272,0.32096195220947266,0.5361728072166443,0.5177876353263855,0.6184117794036865,0.5825534462928772,0.6497955322265625,0.25476861000061035,0.6686734557151794,0.30112236738204956,0.6631779670715332,0.4937783479690552,0.7168565392494202,0.5565478801727295,0.7333784103393555,0.23295412957668304,0.7879055738449097,0.2752864360809326,0.7771100997924805,0.42586052417755127,0.7949330806732178,0.4783952832221985,0.7972273826599121,0
